epoch,IoU,loss,val_IoU,val_loss
0,0.22403669357299805,2046.9378662109375,0.01886327564716339,2363.235107421875
1,0.40136611461639404,1882.9866943359375,0.004674239549785852,2363.2861328125
2,0.5563018321990967,1790.6693115234375,0.001854346483014524,2362.867431640625
3,0.6478986144065857,1741.343994140625,0.0015030901413410902,2362.359375
4,0.6685695648193359,1726.6414794921875,0.001013600267469883,2361.81787109375
5,0.6796673536300659,1719.38525390625,0.0007552835159003735,2362.055419921875
6,0.6843751668930054,1715.0540771484375,0.0005775969475507736,2362.892578125
7,0.6924670338630676,1709.9735107421875,0.0004241230199113488,2361.654296875
8,0.6922786235809326,1708.25390625,0.00039433210622519255,2360.059326171875
9,0.7002649903297424,1703.9051513671875,0.0003389639314264059,2359.18505859375
10,0.7003276944160461,1703.4422607421875,0.00028458391898311675,2355.1845703125
11,0.7023963332176208,1700.4134521484375,0.0002837127831298858,2355.62890625
12,0.7042325735092163,1699.869140625,0.00023139406403061002,2358.54833984375
13,0.7066411375999451,1698.30908203125,0.0002748358529061079,2349.888916015625
14,0.7101391553878784,1695.694091796875,0.0003719167143572122,2339.428955078125
15,0.7103819847106934,1695.1661376953125,0.000284806388663128,2319.9677734375
16,0.7109140753746033,1694.5904541015625,0.0010628345189616084,2251.388427734375
17,0.711877167224884,1693.539306640625,0.007976671680808067,2259.063720703125
18,0.7144241333007812,1692.4114990234375,0.02809051051735878,2326.936279296875
19,0.7151429653167725,1691.833740234375,0.13742083311080933,2184.718994140625
20,0.7177605628967285,1690.0501708984375,0.37043607234954834,1951.554931640625
21,0.7213085293769836,1688.5172119140625,0.3922903537750244,1931.0604248046875
22,0.7209702134132385,1688.2216796875,0.655642032623291,1762.489501953125
23,0.7212517261505127,1687.4803466796875,0.6045315861701965,1797.316162109375
24,0.7209962010383606,1687.4066162109375,0.6413203477859497,1768.2567138671875
25,0.7240134477615356,1685.678955078125,0.6839686632156372,1746.7467041015625
26,0.7258952260017395,1685.43212890625,0.6981753706932068,1710.88671875
27,0.7250879406929016,1685.4964599609375,0.7000274062156677,1730.427978515625
28,0.7280518412590027,1683.86474609375,0.7179504632949829,1710.954345703125
29,0.7290693521499634,1683.6312255859375,0.6626749634742737,1712.5445556640625
30,0.7295393347740173,1681.6065673828125,0.7150796055793762,1716.7392578125
31,0.7299672961235046,1682.5928955078125,0.7082562446594238,1721.3623046875
32,0.7297138571739197,1682.529296875,0.38476791977882385,1856.161376953125
33,0.732096791267395,1680.446044921875,0.7159268856048584,1710.8748779296875
34,0.732814610004425,1680.3287353515625,0.7058848142623901,1697.6209716796875
35,0.7363544702529907,1679.3699951171875,0.7116133570671082,1717.083251953125
36,0.7340250611305237,1680.2841796875,0.712878406047821,1733.5238037109375
37,0.7347242832183838,1679.6461181640625,0.7228814363479614,1733.2835693359375
38,0.7376372814178467,1678.162109375,0.6989378929138184,1737.832275390625
39,0.7387014627456665,1678.030029296875,0.6862871050834656,1740.36572265625
40,0.7387259602546692,1677.3265380859375,0.7247272729873657,1706.233154296875
41,0.7411559224128723,1676.68408203125,0.7187880277633667,1740.787109375
42,0.7405138611793518,1675.84521484375,0.7206107378005981,1726.2357177734375
43,0.7409611344337463,1676.3668212890625,0.7189857959747314,1723.787841796875
44,0.7426643967628479,1675.7706298828125,0.7238040566444397,1728.6407470703125
45,0.7448205947875977,1675.2213134765625,0.7366104125976562,1702.5469970703125
46,0.744133472442627,1674.4957275390625,0.7311872839927673,1704.6519775390625
47,0.7452876567840576,1674.0235595703125,0.7298732399940491,1710.327880859375
48,0.7450425624847412,1674.52294921875,0.7454677224159241,1704.7467041015625
49,0.7454960346221924,1673.9217529296875,0.7339612245559692,1711.388427734375
50,0.74667888879776,1673.853271484375,0.743352472782135,1714.81689453125
51,0.7458934783935547,1673.844482421875,0.6434503197669983,1729.600830078125
52,0.7474294900894165,1674.4022216796875,0.70818692445755,1756.47216796875
53,0.7476258873939514,1672.0616455078125,0.7375165224075317,1735.1427001953125
54,0.7500258684158325,1671.88720703125,0.5733087658882141,1745.733154296875
55,0.7476498484611511,1672.509765625,0.7357736229896545,1732.532470703125
56,0.7497116923332214,1672.0120849609375,0.1293719857931137,2162.449462890625
57,0.7505682706832886,1671.549072265625,0.7217540740966797,1730.54931640625
58,0.7504130601882935,1671.3145751953125,0.7279207110404968,1738.4085693359375
59,0.7534406781196594,1669.310546875,0.7271074056625366,1746.068359375
60,0.751596212387085,1670.0958251953125,0.7292258143424988,1759.59912109375
61,0.7529026865959167,1669.8399658203125,0.7221094965934753,1728.81689453125
62,0.7524850964546204,1670.525634765625,0.7230358123779297,1732.3419189453125
63,0.7516606450080872,1671.2191162109375,0.7311586141586304,1731.5985107421875
64,0.7530986070632935,1670.4947509765625,0.7282888889312744,1746.7159423828125
65,0.753117561340332,1669.7904052734375,0.7349357604980469,1724.4052734375
66,0.7568759322166443,1667.92431640625,0.7411668300628662,1708.1497802734375
67,0.7553504109382629,1668.367919921875,0.7367769479751587,1722.590087890625
68,0.7576935291290283,1668.2196044921875,0.7342754006385803,1729.485107421875
69,0.7582531571388245,1667.6171875,0.3792937099933624,1862.0789794921875
70,0.7587793469429016,1667.105224609375,0.7336041927337646,1730.9989013671875
71,0.7575291395187378,1667.6180419921875,0.7268524765968323,1742.9779052734375
72,0.7584415674209595,1668.2418212890625,0.7384912967681885,1729.5899658203125
73,0.7586469054222107,1667.441162109375,0.7177313566207886,1727.5419921875
74,0.7608315944671631,1666.5753173828125,0.1273527294397354,2170.619384765625
75,0.7604405283927917,1666.30126953125,0.7352385520935059,1751.27734375
76,0.7613865733146667,1666.4246826171875,0.7385525107383728,1723.0479736328125
77,0.7583578824996948,1666.8897705078125,0.7448805570602417,1706.3736572265625
78,0.7607763409614563,1665.7734375,0.7356581687927246,1696.2694091796875
79,0.7605181932449341,1665.9464111328125,0.7225833535194397,1731.3223876953125
80,0.762235701084137,1665.83740234375,0.722159743309021,1754.6397705078125
81,0.7599018812179565,1666.438720703125,0.7230547666549683,1742.3204345703125
82,0.7635678052902222,1664.996337890625,0.7314250469207764,1739.1307373046875
83,0.7631778120994568,1664.284912109375,0.7323152422904968,1712.3499755859375
84,0.7636455297470093,1665.0599365234375,0.738313615322113,1728.9874267578125
85,0.762657880783081,1664.760009765625,0.7344731688499451,1718.864501953125
86,0.7638294696807861,1664.5830078125,0.7347456812858582,1753.97314453125
87,0.7669943571090698,1662.49658203125,0.7368037104606628,1739.9862060546875
88,0.7657699584960938,1664.788330078125,0.45060452818870544,1820.1295166015625
89,0.7656729221343994,1663.5498046875,0.7348551750183105,1709.2861328125
90,0.7662793397903442,1664.28369140625,0.7357081174850464,1756.7960205078125
91,0.767593502998352,1663.215576171875,0.7305548191070557,1751.81201171875
92,0.7674485445022583,1662.7630615234375,0.7138507962226868,1732.272705078125
93,0.7644144892692566,1664.2193603515625,0.7349625825881958,1741.7127685546875
94,0.767034649848938,1663.8514404296875,0.7095798850059509,1751.500244140625
95,0.7668812870979309,1663.583984375,0.182721346616745,2071.49267578125
96,0.767991304397583,1663.1771240234375,0.740731954574585,1702.627197265625
97,0.7688503265380859,1662.187744140625,0.7372903227806091,1738.805419921875
98,0.7698969841003418,1662.2972412109375,0.7372482419013977,1755.0682373046875
99,0.7698185443878174,1661.960693359375,0.7390257120132446,1740.1663818359375
